ACLED Actor1,ACLED Actor1 (group),ACLED Actor2,ACLED Admin1,ACLED Admin2,ACLED Admin3,ACLED Ally Actor1,ACLED Ally Actor2,ACLED CreatedOn,ACLED Event ID Cnty,ACLED Event ID No Cnty,ACLED Event SubType,ACLED Event SubTypeDesc,ACLED Event Type,ACLED Event TypeDesc,ACLED Location,ACLED Notes,ACLED Region,ACLED Source,ACLED SourceScale,ACLED Year,Geographic Area,ACLED Fatalities,ACLED Geo Precision,ACLED Geometrry,Acled Gwno,ACLED Inter1,ACLED Inter2,ACLED Interaction,ACLED Latitude,ACLED Longitude,Acled Pk,TimeFK Event Date
Kaduna Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Kaduna,Chikun,,,Miners (Nigeria),1/31/2023 9:05,NIG29696,29696,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Udawa,"On 25 January 2023, a Kaduna militia killed five local miners at a mining site in Hayin Udawa, coded to Udawa (Chikun, Kaduna). Some others sustained gunshot wounds.",Western Africa,Daily Trust (Nigeria); EONS Intelligence,National,2023,North West,5,2,Point,,4,7,47,10.4721,7.0599,4145402,20230125
Katsina Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Katsina,Kankara,,,Christian Group (Nigeria); Women (Nigeria),1/24/2023 9:05,NIG29622,29622,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Kankara,"On 15 January 2023, Katsina Communal Militia attacked a church (New Life for All) in Jan Tsauri, Gidan Haruna, Kankara LGA, coded to Kankara (Kankara, Katsina). The militiamen shot and injured the pastor and abducted five women from the church.",Western Africa,Nigeria Punch; Vanguard (Nigeria),National,2023,North West,0,2,Point,,4,7,47,11.9302,7.4127,4138151,20230115
Katsina Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Katsina,Batsari,,,Labour Group (Nigeria),2/7/2023 9:05,NIG29792,29792,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Batsari,"On 28 January 2023, a Katsina militia killed a 'suya' seller who resisted abduction in Dutiinma community of Batsari LGA (Katsina). The assailants also rustled an unspecified number of cattle.",Western Africa,Guardian (Nigeria),National,2023,North West,1,2,Point,,4,7,47,12.7515,7.2447,4154208,20230128
Katsina Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Katsina,Jibia,,,,1/24/2023 9:05,NIG29624,29624,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Jibia,"On 17 January 2023, Katsina militia shot and killed three people in Jajar Kanwa village, coded to Jibia (Jibia, Katsina) and abducted six others, including a pregnant woman. The militiamen were armed with AK-47 rifles and arrived at the community at 2 am on motorcycles. They rustled domestic animals, stole money and handsets, and gave the villagers a seven-day ultimatum to contribute twenty thousand naira each. 3 fatalities reported.",Western Africa,Daily Trust (Nigeria); Nigeria Punch,National,2023,North West,3,2,Point,,4,7,47,13.0978,7.2225,4138867,20230117
Katsina Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Katsina,Jibia,,,,2/7/2023 9:05,NIG29795,29795,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Jibia,"On 30 January 2023, a Katsina militia killed three civilians and abducted the daughter of the village head at Kukar Babangida village in Jibia LGA (Katsina). The assailants also set the village ablaze after the attack. There are no reports about ransom demands for the abductee.",Western Africa,Daily Leadership (Nigeria),National,2023,North West,3,2,Point,,4,7,47,13.0978,7.2225,4154914,20230130
Niger Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Niger,Kontagora,,,Women (Nigeria),2/7/2023 9:05,NIG29797,29797,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Kontagora,"On 30 January 2023, a Niger militia attacked civilians at Hayin Magaji village, few kilometers away from Kontagora town (Kontagora, Niger) and killed one person. Four others sustained various degrees of bullet wounds and 16 women including 4 nursing mothers were abducted together with their babies.",Western Africa,Daily Trust (Nigeria),National,2023,Centre,1,2,Point,,4,7,47,10.3999,5.4695,4154915,20230130
Niger Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Niger,Shiroro,,,Government of Nigeria (2015-),1/24/2023 9:05,NIG29627,29627,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Alawa,"On 20 January 2023, The Niger Militia shot and killed the Allawa Ward Councillor in Shiroro LGA on his way from Kuta to Allawa coded to Alawa (Shiroro, Niger). The councillor was with another person on a motorcycle when they encountered the militia who shot them dead. 2 fatalities reported.",Western Africa,The Cable (Nigeria),National,2023,Centre,2,2,Point,,4,7,47,10.3228,6.6542,4139792,20230120
Kaduna Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Kaduna,Chikun,,,,12/6/2022 15:53,NIG28595,28595,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence.",Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Sabon Tasha,"On 7 November 2022, a Kaduna militia abducted nine residents from Oil Village, coded to nearby Sabon Tasha (Chikun, Kaduna). One of the abductees escaped and returned the following day, there are no reports about ransom demands for the remaining abductees.",Western Africa,Sahara Reporters; This Day (Nigeria),National-Regional,2022,North West,0,2,Point,,4,7,47,10.4371,7.461,4052418,20221107
Zamfara Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Katsina,Daura,,,Women (Nigeria),12/6/2022 15:53,NIG28804,28804,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence.",Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Daura,"On 19 November 2022, a Zamfara militia abducted at least 20 persons, most of whom were women from Daura town (Daura Katsina), and proceeded to rob other persons in Baichin Daura. The abductees including twin 4-day old babies were taken away during a house to house search. There are no reports about ransom demands.",Western Africa,Sahara Reporters; Daily Trust (Nigeria); Blueprint,National-Regional,2022,North West,0,2,Point,,4,7,47,13.0359,8.3163,4062138,20221119
Zamfara Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Zamfara,Zurmi,,,,12/6/2022 15:53,NIG28805,28805,Abduction/forced disappearance,"The abduction or forced disappearance of civilians, without reports of further violence.",Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Zurmi,"On 19 November 2022, a Zamfara militia abducted 19 to 37 people in Kobre village, coded to Zurmi (Zurmi, Zamfara). There are no reports about ransom demands.",Western Africa,Daily Trust (Nigeria); Blueprint; Sahara Reporters,National-Regional,2022,North West,0,2,Point,,4,7,47,12.7776,6.7834,4062139,20221119
Fulani Ethnic Militia (Nigeria),Communal militias,Civilians (Nigeria),Enugu,Isi Uzo,,Pastoralists (Nigeria); Benue Communal Militia (Nigeria),Women (Nigeria),12/13/2022 9:05,NIG28983,28983,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Eha Amufu,"On 8 December 2022, suspected armed Fulani pastoralists dressed in military uniform along with collaborators from Benue state killed civilians when they attacked Eboh community in Eha Amufu (Isi Uzo, Enugu) after invading the area from neighboring Benue state. Several persons sustained gunshot wounds and seven houses were set ablaze, the victims were mostly children and women, 12 persons were killed, four more bodies were found the following day and other sources report that the fatalities are likely up to 20 as some people were still missing.",Western Africa,Nigeria Punch; Sahara Reporters,National-Regional,2022,South,16,2,Point,,4,7,47,6.6592,7.7596,4092990,20221208
Fulani Ethnic Militia (Nigeria),Communal militias,Civilians (Nigeria),Benue,Gwer West,,Pastoralists (Nigeria),Police Forces of Nigeria (2015-),2/7/2023 9:05,NIG29790,29790,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Naka,"On 31 January 2023, a suspected Fulani militia attacked and killed a police DPO [presumed to have been off-duty] a few kilometers to Naka town (Gwer West, Benue). Some sources report that the assailants blocked the road for hours before the attack, others report that the victim was going to pick his men that were posted the road on routine duty.",Western Africa,Daily Independent (Nigeria); Daily Trust (Nigeria); Sahara Reporters,National-Regional,2023,Centre,1,2,Point,,4,7,47,7.5887,8.2087,4155342,20230131
Fulani Ethnic Militia (Nigeria),Communal militias,Civilians (Nigeria),Benue,Gwer West,,Pastoralists (Nigeria),,2/7/2023 9:05,NIG29791,29791,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Sengev,"On 31 January 2023, a suspected Fulani militia killed a civilian when they attacked his community of Mbadyugh Tse-uhon in Sengev council ward (Gwer West, Benue).",Western Africa,Daily Trust (Nigeria); Sahara Reporters,National-Regional,2023,Centre,1,2,Point,,4,7,47,7.811,8.1441,4155343,20230131
Fulani Ethnic Militia (Nigeria),Communal militias,Civilians (Nigeria),Benue,Gwer West,,Pastoralists (Nigeria),Labour Group (Nigeria),2/7/2023 9:05,NIG29789,29789,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Naka,"On 29 January 2023, a suspected Fulani militia attacked and killed six civilians at Tse-mkem Mbashimbe Mbabuande and Babowa (Gwer West, Benue) coded to Naka. Two of the victims were killed in the bush while they were sawing wood.",Western Africa,Daily Trust (Nigeria); Sahara Reporters,National-Regional,2023,Centre,6,2,Point,,4,7,47,7.5887,8.2087,4154521,20230129
Kaduna Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Kaduna,Kagarko,,,Fulani Ethnic Group (Nigeria); Pastoralists (Nigeria); Muslim Group (Nigeria),2/14/2023 9:05,NIG29887,29887,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Kagarko,"On 7 February 2023, a Kaduna militia killed the chief Imam of Nomadic Central mosque and the son of a Fulani chief at Rugan Ardo in Kagarko LGA (Kaduna). Six other people were also abducted, there are no reports about ransom demands.",Western Africa,Daily Trust (Nigeria); Sahara Reporters,National-Regional,2023,North West,2,2,Point,,4,7,47,9.4833,7.6833,4163552,20230207
Niger Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Niger,Mariga,,,,2/28/2023 9:06,NIG30072,30072,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Mariga,"On 24 February 2023, a Niger militia attacked Mariga LGA (Niger). There are no further details and casualties are unknown.",Western Africa,Twitter,New media,2023,Centre,0,2,Point,,4,7,47,10.1337,6.0248,4178738,20230224
Niger Communal Militia (Nigeria),Communal militias,Civilians (Nigeria),Niger,Rafi,,,,2/28/2023 9:06,NIG30071,30071,Attack,The targeting of civilians with any violence by an organised armed actor. Attacks of sexual nature are coded as ‘Sexual violence’.,Violence against civilians,Violence against unarmed civilians is categorized as Violence against civilians.,Kagara,"On 24 February 2023, a Niger militia attacked Rafi LGA (Rafi, Niger) coded to Kagara. There are no further details and casualties are unknown.",Western Africa,Twitter,New media,2023,Centre,0,2,Point,,4,7,47,10.1844,6.2534,4178737,20230224
